id,text
1490,"It was a Three Dog Night! Super delicious, great experience, but brutally long wait on a Saturday. Most of the people seemed to be tourists eager to check out the legendary encased meats. By the time we were at the register, I felt like we summited Everest. The food gets served surprisingly fast once you get through the line, through. We had the Smoked Shrimp and Pork Sausage with Cajun Remoulade"", ""Veal, Pork and Chive Bockwurst"" and ""Rosemary and Garlic Smoked Chicken Sausage"". All were equally delicious and perfectly complimented the duck fat fries. I'll be back, but during the week when the line will hopefully be shorter. Cheers to Doug for such a great place!"
1491,"I've been wanting hot dougs since I landed in chicago! Unfortunately I didn't get to go here till my last day in the city. I woke up still full from my dinner (read my giardino's review) 12 hrs prior and not even thinking about food and actually feeling quite ill. Also I don't normally eat hot dogs or really meat at 1030 in the morning but an exception had to be made! But nothing would of stopped me from trying this famous hot dog spot anyways. We hopped on the metra to get there...we got off and was totally lost and ended up grabbing a cab.. I don't think we would have found the place without it... We got there 30 min prior to them opening so we were hanging out like crazy hot dog fiends at 10am...along with the others that were already in line. I ordered the selma hayak and waited patiently for my ""mighty mighty hot"" andoullie sausage dog. Normally I am rather impatient when it comes to food and often wish food comes out quicker than it does..but being that I wasn't hungry I hoped it would take while. Unfortunately for me it came out in less than 5 minutes.... What should I have expected? It wasn't like I ordered a pizza.... The hot dog was pretty tasty. Not spicy enough for me but it was still scumptious. Natalie T.'s bf liked it so much he ordered another. I would definately have to say this was my favorite spot we hit upon our visit to the windy city. It was well worth it and totally was everything I anticipated. The only thing I wish was that I wasn't not hungry because then I know I would have enjoyed it a whole lot more! But again, still delicious! Ah I don't think ill look at a hot dog or polish sausage the same way again.... Damn you Hot Dougs!"
1492,"Never been impressed.... Duck fat fries are forgettable, like floppy greasy limp dinner fries. I always buckle when trying to pick my meal, so many amazing choices on paper -- unfortunately nothing yet to delivery that hot awesomeness to my mouth. Also, I've got to wonder about Anthony Bourdain. I had that same duck foie gras. I found the too rich and muddle it really lost that great delicate flavor. I'll keep going back trying to find something worth the long lines and horrible business hours. Until then 2 stars it is!"
1493,"Doug's has great sausages and a wide selection of exotic meats. The very friendly Doug himself takes the orders and works the register every day. The workers are always very good and courteous. My tips: If you want a hot dog, get it ""steamed"" and not ""charred"". If you want something more exotic and they have it available, I can't recommend the Alligator enough; it's my favorite. The Andouille sausage is great, it's one of the more underrated sausages they have. Expect to wait in line for a while. The line is regularly stretched outside and down the block."
1494,This place rocks! The line suks but the food is soooo worth it! Duck fat fries are awesome! Duck sausage rocks!
1495,"I found out about this place from a friend and laughed at the name. It just sounded funny. Well, I don't laugh any more. These are, by far, my absolute favorite hot dogs besides Gene & Judes in River Grove. I dare you to try Hot Doug's. You'll never think of hot dogs again without also thinking of returning to Hot Doug's some day. They have great polish and italian sausage too."
1496,"Yeah, you have to wait... but anticipation is half the fun because the pay-off is so worth it. I had a tasty chicken sausage with all the fixins and shared a big heap of french fries. Everyone who works there is happy and the sausages can't be beat. The. Stuff. Dreams. Are. Made. Of. Hot Damn, Hot Dougs!"
1497,I guess I don't have anything new to add that hasn't already been said but I couldn't not add my name to the list of people who love/crave Hot Doug's. Went there again a few days ago and again left completely satisfied. I had the following: - Spicy Beef Hot Link with Coca-Cola BBQ Sauce and Applewood-Smoked Cheddar Cheese - The Teuben - The Dog (Chicago Style) I know...lots of food but too great to pass up. The Spicy Beef Hot Link is now my favorite sausage available at Hot Doug's. It is seriously unbelievable and I am most likely going back on Saturday to get a few more (with some duck fat fries of course).
1498,"Clearly I'm not writing anything new here with so many reviews. Hot Doug's serves the best hot dogs ever. Period. I don't know what more I can tell you. There's a wide array of hot dogs to get and I suggest getting several and the ""duck fat fries,"" if they're available on the day you're there. You gotta get the classic Chicago dog, all toppings, no catchup, with a poppyseed bun. I also got the daily special, which was a bacon and chicken hot dog with a delicious mess of toppings. Unbelievable. Doug, the owner (and hot dog connoisseur), personally takes each of the orders himself. He told me ""I don't care if there's a boot on the menu. If it's fried in duck fat, you order it."""
1499,"I probably should have had more than just a coffee for the day, when I lined up for lunch at 2pm, since I'd end up waiting 90 minutes for the encased meats. You get hungrier and hungrier as you inch your way out of the piercing cold shadows of Hot Doug's and emerge to the sunlight of N. California Ave and eventually cram yourself into the three layers of doors inside. When you get to the front, Doug is super nice and doesn't try to rush you - he understands that you waited forever and you might want to take some time ordering the right stuff. You can't say much besides that the hot dogs are very delicious, and for having that much of a menu, it's impressive that the quality's good from the basics to the fancy ones. For the three of us, we had 10+ hot dogs, so I forgot what we got. In the encasement, we had: chicken, pigs, cows, bison, lamb. They were all tasty animals. I was disappointed with the duck fat fries - nothing special or memorable. Another disappointing thing is the buns - you gotta toast the buns. Despite that, as a tourist, it was fun to wait the wait and live to tell the tale."
1500,"Yes, Yes, YES! I currently live in NYC and everytime I come back home, I gotta get my fix and gorge on Chicago gems that I just can't get anywhere else. We just avoided the long line at around 11 AM on a Thursday. The Chicago-style hot dog is, of course, a classic. The Veal and Parmesan was aight but the Spicy Cajun was surprisingly addictive! Pure culinary genius, I tell you!! The fries were also yummy. And to boot, the guy behind the counter instantly gets you in a good mood. I guess you would be as hype as him too if you had access to Hot Doug's all day."
1501,"Ok, giving Hot Doug's a great review at this point is like making public note of the fact that Scarlet Johansson has a nice body. But I love them both so. And here goes. To make myself feel better during another of my fun ""Furlough Friday's"" this summer, I made the short pilgrimage. Longest line I've seen yet since I've been going there: 1 hour 15 minutes standing outside watching My Name is Earl episodes on my tiny iPod. But so worth it. Got a spicy Thai sausage with peanut sauce and shaved coconut and an Irish banger with Honkers Ale mustard and Irish cheddar. And, of course, duck fries (since it is Friday and, well why wouldn't I?) Or more simply, Holy Jebus. If you haven't gone, just go."
1502,"Since this place has to many reviews I will keep it short n sweet. Go on Friday, the lines arent as bad as saturday. Especially in winter. Get the duckfat fries and some delicious encased meet that will blow your mind. Cash only!! I just wish it was closer to the el, its a bit hard to get to...then again I cant imagine what the lines would be like if it was."
1503,"We were fortunate to find parking close to the place but at the same time turned off by the long line of hot dog enthusiasts that extended almost to the next block. The first thought was to come back on a slower day but then it was Wednesday afternoon at 2pm. It could not be slower than that. So we lined up. The line moved quite quickly and soon reached the owner who was taking the order. My gut was telling me to order one of each dogs but I restrained myself to order a Keira Knightley and my wife ordered a Selma Hayek. We each ordered duck fat fries. We absolutely loved the dogs but I was not able to taste the difference between normal fries and the duck fat fries. I am not a big fan of hot dogs normally but I really liked the dogs here. Selma Hayek, as suggested by the menu was not as hot as Keira Knightley though."
1504,"It's a good place for hotdog once in awhile. It's quite expensive ($4 for regular hotdogs and $7.50 for specials) We had the Chicago, Italian, King Dave, Smoked duck and Atomic bomb. Note: Atomic bomb is very spicy. All hotdogs taste the same!"
1505,"Just to add kindle to the fire... great encased meats, done right. Even though they're now nationally respected, Doug's still keeps prices low. This is the best thing about the location, and probably the reason they're so busy. They exemplify quality + value. Great regular-style dog. I've enjoyed alligator and other unusual encased meals before; for those who haven't been here my advice is just order the one that looks most intriguing and keep an open mind. It's a fun food experience. Someday I'll have to try those duck fat fries, though 2 hours waiting outside on the weekend for french fries cooked in poultry lard seems pretty absurd. It's definitely time, Doug. Open locations downtown and in the north burbs. You're gonna be rich. For gosh sakes at least extend the hours to bar time."
1506,Crap Howdy I love this place!!!!! Classic dog a must but the specialty sausages and such are KILLER!! Stop by for a great lunch but don't linger after you finish. Make room the next guy!
1507,"You usually don't have to travel more than a three block radius in any part of the fine city of Chicago to find a handful of hot dog joints. As wonderful as they are, Hot Doug's is simply on another level. Don't let the line intimidate you. Think of it more as waiting for your favorite Rollercoaster at Six Flags. No matter how long the line, you know what you get out of it will leave you satisfied for hours, if not days. And if this is your first ride, expect to be come away glowing. Hot Doug's is a total gem. It manages to keep the traditional Chicago style Hot Dog mantra, whilst offering unique and enticingly new alternatives. WELL worth the wait."
1508,"Let's face it. The world would be a better place if Zombies craved hot dogs instead of brains. Hot Doug's was my last stop on a 6 stand 'hotdog tour' of Chicago, straight out of one of those Travel CNN articles about Chicago's best hotdog stands. I was looking for the best overall hotdog experience, not just the best dog, or the best price. I'm glad I held it together and made it to this place, it was easily the best stand we visited that weekend. 9.75 out of 10, lost .25 since it wasn't the cheapest place we visited. I ordered the brat, with everything. My buddy ordered the Thurminger. They were so good, we went back and ordered more. Fries were right on. This place got points for price, taste, cleanliness, service (he'll tell you how you should top it if you ask him), and ambiance. If Elvis is alive, he eats here at Hot Doug's. So if you are a zombie, drop the medula oblongata and go to Hot Doug's. Ymmmm, more Doug's!"
1509,"I really, really, really miss this place, especially now that I live in a city almost completely devoid of a decent dog. I used to live not 5 minutes away from here and I really took it for granted - not just for the classic Chicago dog or firedog, but also for the more exotic menu items. Last one I got was some sort of venison sausage dressed with blue cheese - I forget exactly, but point being it was delicious. And those duck fat fries are a thing to dream of. Doug's the man. He'll recognize the regulars but is super friendly to everyone. Lines can get long, but it's really a minor issue that I never complained about. Now that I'm 2,000 miles away I find myself visiting the website frequently just to read the specials."
1510,"Made my first visit to Hot Doug's this week. Couldn't believe the line. Unfortunately, I came unprepared, the joint is a cash only establishment and I was not able to order a specialty hot dog because I couldn't afford one with the little cash I had with me (they run $7 -$8 and yes I had less than that). I was able to purchase the Keira Knightley, a spicy hot dog and it was pretty good. I'll have to come back some other time and try something exotic. What's cool is the Doug himself takes your order; he's patient and helps you figure out what you want."
1511,"When I was here, it's really cold that day. I was in a long long line.... But, you got try this place no excuse! Foie gras dog?? You have to be there 10:30 am open time If you want Foie gras dog cuz sometime sold out. It's really good... Also, duck fat fries is really tasty. Service is really quick and kindness as well. I love love this place!"
1512,"I am at ease that I FINALLY got to try Hot Doug's. In fact, I think I might mark it on my calendar. Over the years, I have heard so many wonderful things about this place, but for reasons (mostly because they close at 4, and I work on Saturdays), I haven't been able to make it there. So today was the day! Natalie M. and I went today, a Thursday afternoon at about 1:30pm. We thought that were were going to miss the lunch rush, but there was a wait. After about 10 minutes or so (not bad at all) it was finally our turn. Doug was very nice and very patient in taking our order. Natalie M. recognized him right away from all the exposure he's had on TV., however I recognized him from his BIG poster at Kendall College. The guy is a Chicago Culinary icon! You could tell that he loves his job and appreciates all the business. A lot of hot dog joints are extremely fast paced and you really have to be prepared to order, and you better order fast and NOT pause or else you might get chewed out. But not here. The whole experience is very pleasant and it's pretty calm. So, we get our drinks and sit down at a table to wait for our food. Our two Pete Shelly's and fries come out in about 3 minutes. The buns were fresh and the dogs were big and flavorful! I loved the fresh, snappy pickle that was COLD (not flimsy and hot) that came on my dog. The relish was just about the best relish ever and complimented the dog very well. The only criticism I found was that the fries were a little too well done for me...idk to me, they were pretty dark. I had a great lunch at Hot Doug's. I recommend that everyone go there to have a great dog and a great time. The prices are great, the food is delicious and it is definitely worth the wait! Hot Doug's seems to feed ALL types of people from all types of backgrounds, who belong to all social statuses. There were younger people, older people, businessmen and women and families. To me, if you can lure that many types of people to your food, then you must be good! Great Job, Hot Doug's!"
1513,"Sometimes waiting in line is rewarded with a reassuring meal that validates the wait. And sometimes you realize it was like waiting 20 minutes for the women's bathroom at a club; you got what you waited for, but you left feeling empty and with a little toilet paper stuck to your new heels. Happy to say that Hot Doug's was the former, and that their bathroom had no wait and was relatively clean. In our case, we waited around 40 minutes, but the weather was nice, and the other people in line were fun to watch (mostly people in their 20s and 30s, many with children, since it was a Saturday). After waiting in line, the man at the counter was so friendly that you almost forgot there were three hundred people behind you. After you order, you can eat inside or outside (really an alleyway by the restaurant, but it's clean, and the servers will bring your food to you). They have a case by the counter with local and mainstream sodas. We ordered the spicy Thai chicken sausage with sriracha mustard and seaweed-sesame salad, the cranberry and shiraz wild boar sausage with sweet curry mustard and grand canaria cheese, and the duck fat fries. I think the Thai chicken sausage was the superior of the two, but it was nice to share both to alternate the spicy with the sweet. In case you were curious, having the seaweed-sesame condiment is absolute genius. Both sausages were cooked nicely and retained juices inside while having a little of the grill on the outside (if you know what I mean). The duck fat fries were quite nummy but not very crispy. Still, I had to tell myself to stop eating them. We shared one order of the fries between the two of us. If you have the time to wait, the experience is fun and gives you a story to tell your friends."
1514,"Wow. Friday afternoon at 1:30. We get to Hot Doug's and hope that the line isn't too long. We were greeted with an hour long wait for our growling stomachs. But the wait was totally worth it! The Foie Gras and Sauternes Duck Sausage is hands down the tastiest sausage I've ever had. So rich and buttery... mmm mmm mmmmm! I also had the Smoked and Spicy Alligator Sausage. It was also delicious but was not as delicious as the foie gras and sauternes duck sausage. The irish whiskey cheese really went well with the sausage, but was only ok on its own (granted I'm not a huge cheese guy). I also had the fries cooked in duck fat while my friend had regular fries. After doing a comparison, the flavor was very slightly different but not really enough for me to say something like ""man! these duck fat fries are the best!"" Their fries are good though, but not sure if the duck fat ones are worth the extra money. On the sheer awesomeness of the foie gras dog alone, this place gets 5 stars. From a guy who practically has 5 stomachs, I can say that I was pleasantly stuffed after having the two dogs and fries! I had high expectations coming in and left satisfied. Well done, Doug! Remember, cash only!"
1515,"When I was planning my trip to Chicago last this month, I was told... emphatically... by 2 different people to try Hot Doug's. They said that regardless of the line, I absolutely HAD to have a dog from there. So, my last day in town we decide on Hot Doug's for breakfast. Would you believe that at 11am on a Tuesday we had to wait 45 min JUST to get in the door of the restaurant?! I'm telling ya'll... it's THAT good. I gorged myself on the Mountain Man dog - an amazing combination of Elk, Venison, Bison, and Antelope (?) meats encased together to create the best sausage/dog of my LIFE. The meaty masterpiece was topped with a ton of goat cheese (yes!) and a cherry-vodka sauce. Other members of our group had the spicy Salma Hayek, a traditional Chicago dog, an alligator dog topped with gouda & a shrimp remoulade, and the extremely spicy Sonoran dog. Ladies & gentleman... there was not a disappointed stomach in the house. Hot dawgs indeeeeeeed."
1516,Holy guacamole this place is amazing. The fois gras sausage literally rocked my world
1517,"There is so much wrong here... For one I got there about 3 minutes before their posted closing time, walked in, and then was asked to leave although I was in line and there was no one behind me because they simply said they were closed. I also think it's pretty arrogant to only be open at certain times slinging gourmet encased meats. It's all hype... nothing there is worth going out of your way for... and yeah duck fat fries... they may be ok, but what a disgusting concept. I would rather give a business that cares to be open for it's customers the money. Not a business that tries to create popularity by limiting its availability."
1518,"Foie gras and duck sausage in a bun, if that's not worth 5 stars I don't know what is. The long waits are with it, even in the winter."
1519,"I visited this popular establishment shortly after the city banned Foie Gras from Chicago restaurants. And what was on the menu that day but a hot dog featuring the very contraband itself. It sounded like it couldn't possibly be good, so of course I ordered it. I wouldn't recommend it -- it tasted like fat. Melt-in-your-mouth, top grade buttery tastelessness. Though the foie gras didn't do it for me, the hot dog itself was rabbit and was delicious. I appreciate being able to choose unusual and exotic selections from a menu, even if my choices don't work out in my favor. The other day, my nearest comedor was offering banana soup. Who would have thought to boil chicken in blended banana? Delicious! Hot Doug's is a place for people who appreciate fine food in a fast food setting. Or, gourmets wishing to spend a lazy Saturday in sweatpants. Or, seekers of unusual foods in a cheap and unpretentious atmosphere. Caramba, I almost forgot about the duck fat fries! What toothsome morsels!"
1520,"Just go.... A lot of people are deterred because lines can get very long. I regularly wait 2 hours. A good way to get around this is to call ahead Monday through Wednesday and pick up your food. They don;t have duck fat fries, but everything else is spectacular."
1521,"This is NOT just another run-of-the-mill Chicago hot dog joint. Take a look at the web site and menu, and you'll see why. Add to that the friendly fun atmosphere, and you have yourself a truly unique establishment. I work nearby, and frequent Doug's for lunch - especially when having a bad day at the office, it always cheers me up. Be prepared to wait in long lines outside anytime on the weekends, and sometimes during peak lunch hours during the week, but it's well worth it. Vegetarians, never fear - veggie friends of mine have touted the veggie dog as one of the best they've ever head. Go now!"
1522,"I simply cannot put into words what a fine institution and emporium of encased meats this modest restaurant has become. I've stood outside when it's -5F and when it's 100F, in lines that wrapped halfway down the block. I've taken every one of my friends from out of town and I will continue to do so. Doug is a culinary genius and a hell of a nice guy to boot. Hint for vegetarians: order the Pete Shelley / Steve Diggle / Howard Devoto / Buzzcocks-themed veggie dog with any of the toppings off the specialty dogs. Doug wholeheartedly approves anytime my special lady or any of our vegetarian friends order in this manner. For carnivores, you can't go wrong with the weekly specials or game and go for the duck fat fries (Pommes de terre frites au gras de canard, Je pense ... Mon francais est tres mauvais). That plus a bottle of the spicy ginger ale (in winter) or a Green River (in summer) and you've got a fine meal. A few things to consider: this establishment takes cash and cash only, there is only one high chair for young whelps - only one by design, you will get stuck behind some jackass hipster who thinks he's funnier than Doug that holds up the line for half an hour & seating can be awfully tight at times. Don't panic - there are a billion ATMs nearby, rarely are there more than 2 kids at most inside, Doug's banter helps regulate the flow into/out of the restaurant and the food is always, always worth it. Turns out there aren't any finer words in the English language than ""encased meats"", my friends."
1523,"The alligator sausage with shrimp remoulade (sp?) and white cheese was SINCERELY not only the best sausage I have EVER tasted, but best combo of flavors I have ever tasted on a bun. Always amazing service by all the hard workers there, Doug is always patient and friendly and funny, EVERYTHING tastes great- I never have any fear of trying something new, and the atmosphere is the icing on the cake. Just know you might have to wait in line a long while, but its SO. TOTALLY. WORTH IT. If you havent gone yet, GO GO GO GO GO GO GO GO GO GO."
1524,"I was visiting Chicago and needed something to eat that Minnesota didn't offer so a friend of mine who lived there recommended Hot Doug's. He told me it was shown on the food channel once, but I didn't realize that would also mean waiting in line for an hour and a half. If you're not in a rush to be somewhere I recommend giving this place a try, at least once in your life. It truly is different and a gem. I have tried the Chicago Style Dog, The Salma Hayek, The Sally Vega, The Charlie Sheen and James Sohn, a polished sausage with some swiss cheese on it (forgot the name), and duck fat fries. Out of all of those my favorite was the polished sausage w/some swiss cheese and my least favorite would be The Charlie Sheen and James Sohn. It was my least favorite because it was mini bagel dogs and I found the bagel part make everything dry. I also didn't find anything extra special about the duck fat fries as everyone is claiming...they honestly taste just like regular fries to me! Pros: -inexpensive -lots and lots of varieties to choose from -Friendly and helpful customer service Cons: -long line -restaurant set up is kind've crowded + all of the people there too -street parking which gets hard to find b/c of all of the people there trying out hot doug's too. -they cut you off from waiting in line at 4pm daily -closed all day sundays I definitely would come back to try the other dogs that I haven't tried out yet!"
1525,"There's really only one way to put this... Hot Doug's rocks. And that's an understatement. So much so that they can close down for several consecutive weeks, probably without noticing a dent in income (yes, they do this occasionally, so make sure they're open before making a special trip). The place is super small, and weekend lines are known to stretch all the way down Roscoe (and then some). Get there early, and you still may have to wait. Check it out during the week - lines can still be long, but instead of waiting three hours, you may only have to wait one. And the duck fat fries - unique and good, but save all the room in your stomach for the sausage. The best idea is to get a couple sausages each and share, thus experiencing more of what Hot Doug's has to offer. Last time we were here, we tried the classic Chicago dog, the Rib Eye, Alligator with Shrimp Remoulade, and Sonoran dog (very spicy). They were all amazing and I will never forget the phenomenal taste from the Sonoran dog."
1526,"The more I look at my reviews, the more I feel like an old, angst-filled hater of all things that people love. I just don't get it. First of all, I don't feel like I should have to build my schedule around eating a hot dog. It's rarely open, and every time I've tried to pop in it's got a line out the door. The dogs are pretty good, but the fries are grease-soaked and usually limp. Drink refills aren't free. The place is fine, just annoying. Every time someone from out of town brings a lonely planet or AAA traveler's guide, I have to go again. Two Stars"
1527,"The foie gras with duck sausage dog RULED. So did the Elvis Dog (although Portillos still has the best Chicago Dog). The venison and cherry dog with smoked cheese was too sweet for my girlfriend, but I thought it was ""interesting"" but it needed an acid to cut through the richness. Doug waited on us his own damn self and couldn't have been nicer. It was a sausage fest in the best sense of the word. Encased meats? Don't mind if I do."
1528,"What can I say................. THE BEST MOST CREATIVE dogs around!!!!!! Great, speedy service. Almost always a long line, but DEFINITELY worth the wait!"
1529,"What a quirky, kitschy place to grab a dog. Beware-the lines get LONG. I usually order off the daily specials listing. Sure you can get a regular old dog, but that is not why you come here! Doug is always manning the cash register and is very friendly. Fries are freaking delicious as well. I love the decor of this place oh so much. I recommend eating your dogs there! It's just one of the places I miss so much. Can't he come to Denver, PLEASE??"
1530,"So I never really know what to make of those places that get featured in one of those Food Network shows like ""Best of...[insert city name here]."" But I saw ""Hot Doug's"" featured on one of those types of shows and it stuck with me because they had crazy things like Ostrich sausages, etc. Maybe I made that up. Anyway, I just knew that I had to try it. Along with everyone else and their mothers, of course. The line was about 2hrs long. But strangely, it wasn't all tourists. There were definitely a good number of locals in that line. I guess in my mind, Hot Doug's line was sort of analogous to the Shake Shack line. And I am very glad we waited in that line. We ordered the celebrity sausage of the day which was a knackwurst with cheese on the inside and outside, a ""Bacon and Cheddar Elk Sausage with Bacon-Garlic Mayonnaise and Beer-Washed Truckle Cheese,"" and of course, a large order of their fresh-cut fries. It was my first elk experience. It was delicious. You could definitely taste the smokiness of the knackwurst which I thought was a very nice touch given that both sausages were char-grilled. The table next to us ordered maybe about 3 different types of sausages/hot dogs per person, which we should've done and will do the next time I am in Chi. Finding a table/seating was also NOT difficult at all despite the huge crowd. I also thoroughly enjoyed all the kitchsy hot dog products and paraphenalia. Definitely worth the line."
1531,"Oh yeah baby, got the sausage topped with foie gras w/ truffle aioli. Yum. Loved the foie gras so much I just couldn't focus much on the sausage. Hubby had the garlic sausage topped with roasted, moist, soft garlic and havarti cheese chunks. That was REALLY delicious too. Of course, duck fat fries which are so yummy without condiments. Since the wait's so long (2.5 @#$#@ hours on a Saturday), most people end up ordering multiple hot dogs per person to justify the wait. Very nice owner. No seating until you've ordered your food. If you get a regular dog, why bother? Go somewhere else. There are other places that do basic Chicago-style char-dogs better."
1532,"After watching Anthony Bourdain rave about Hot Doug's, I booke a flight and flew to Chicago to see what all the hype was about....It was good, but not great. I gave it a fair chance though. I tried 5 different hot dogs & the duck fat fries: The Chicago Style Hot Dog The Keira Knightly - fire dog Paul Kelly - bratwurst soaked in beer The Dave Kingman - chicken sausage sante fe style The Elvis - polish sausage The BEST was by far the Paul Kelly & Keira Knightly....full of flavor! The others just tasted like boring Oscar Meyer weiners you could buy at your local grocery store. The duck fat fries were delicious though. Then again anything fried in fat & has the ability to clog your arteries is always happy on the taste buds. The line is super long ( I waited 45min), but it should be expected. Overall it was good, but not great."
1533,"After a year of reading rave reviews about Hot Doug's, I finally had a moment and I checked it out today. It was 10 degrees. Pretty cold if you ask me. My toes are still frozen! I waited in line with an unemployed lawyer and a culinary school student - very delightful people who helped me figure things out before we got to the register. I believe I waited about 20 or 30 minutes but the line was short so most of it was in the vestibule and inside the joint. Doug was very courteous as were all of his employees. He runs a tight shift. Very organized. I ordered a grilled dog with everything and sport peppers, fries and the gourmet sausage: Foie Gras and Sauternes Duck Sausage with Truffle Aioli, Foie Gras Mousse and Sel Gris ($9.00 - pretty pricey but I really wanted to try Foie Gras). Now, I really love liver, I understand Foie Gras is very different than you everyday, run of the mill fried liver, but this, really wasn't good. I think I hurried into the extreme and I should of taken it slow and tried a fire dog or something on the regular menu before moving to such advanced culinary delights. Totally un-delightful for me. Didn't care for the sausage at all. There was something off about it. Not sure. I can't really compare to any other times since this was a first for me. The Dog though was great! The sport peppers were so perfect and the fries were really good too. I like the ketchup bottles at the table so that I can pour as much as possible on my fries. Yum! Why 3 stars? Although the hot dog was great and the fries were good, had I stopped at that, I may bump it up to 4 stars but being that the sausage was $9 and tasted like a greasy mess, 3 stars is being generous. I'll definitely go back, and try something else. I should of tried the Spicy Jerk Pork Sausage with Spicy White Peach Mayonnaise, Creme de Brie Cheese and Roasted Plantains, oh well. No biggie. A 3 is pretty good score. You don't need to have a 4 and 5 all the time to be perfectly good."
1534,"God bless America. And Hot Dogs and Hot Doug's. So to start off be prepared to wait. I figured by going after the lunch crowd we could get our order in 20 minutes or less. Boy was i wrong. Total time was 2 hours: 45 minutes of waiting outside in the cold, 5-10min on the order, and the rest of the time enjoying the wonderful goodness of the specialty dogs/sausage. Don't forget your cash and if it's winter wear a warm jacket, a hat and some gloves. I saw a lot of undressed people who were popsicles by the time they got inside."
1535,"PERFECTION. I never thought I could enjoy hot dogs in such a way. I am not even that big of a hot dog eating fan. Coming here, has made me want to try some hot dog spots in NYC that I never thought about going to. It was by far my favorite meal for the entire 4 day trip I took to Chicago early March. To this day, I find myself craving these bad boys. And those cheese fries...yum. They weren't even the much talked about duck fat fries yet still - amazing. We went on a Thursday afternoon - so no huge line and we had no problem scoring a seat. Service was super friendly. When we changed our mind and went back up to ask for cheese on the fries - there was no extra charge. Since we never been before - and we don't live in Chicago we decided to get 4 hot dogs so we could sample as much as possible. My favorite...not sure of the name but it had green olives, goat cheese and some tasty sauce. The combination was delicious. Anyway - there's tons of reviews all saying the same thing -- so just go :)"
1536,"The first stop of my ""Back from Hawaii"" Food Tour is, no doubt about it, Hot Doug's! As soon as I landed at O'Hare Airport after a 9-hour flight, I was starving! With over 1,000 reviews I'll keep it sweet and simple. Got there as soon as the place opened at 10:30am on a Friday, and there was already a line forming! I ordered the Chicago Hot Dog and fries fried in duck fat (served Friday and Saturday ONLY)! Delish- reason why I love Chicago so much! I've also tried The Salma Hayek and the Foie Gras and Sauternes Duck Sausage with Truffle Aioli. Be adventurous try'em all! Remember to check the website or call in to see if they are open. I've learned my lesson."
1537,"I've been to doug's a couple times. I've had the Chicago Dog, a couple of celeb specials, and the thai sausage one. I'm sad to say... I am not that impressed. They are good hot dogs, but I don't find them amazing. Actually, I think I like the Chicago dog best, maybe i'm just a chicago dog type chick. However, note to others, I went on a monday at 1:30 pm and was out of there by 2, including line and eating. What up!!!!!!!!"
1538,"What can I possibly say that hasn't been already said in 1,200+ reviews? Hmm, I could say that I wasn't very impressed with the andouille sausage that I split with my wife. I thought it tasted like dirty water; she just didn't like it, period. It also wasn't spicy at all, despite the warnings. The owner was very helpful, though, in telling me the best toppings to go with it. I also got a polish (with mustard and sauerkraut) for myself and enjoyed it thoroughly; my wife got a hot dog with all the toppings (except tomato) and loved it too. Their fries are also very good. I didn't go on one of the days that they serve duck fat fries, though, which is a shame. I would have liked to try them. So, despite the lackluster andouille, I liked this place a lot. And the price for everything is fantastic, too."
1539,"I've been wanting to try Hot Dougs for a while now, and carefully made plans to do so when I had an open (friday or saturday) afternoon that I didn't mind spending 2 hours waiting for dogs with a good friend to catch up with. So yesterday I made the hour long walk to Avondale (""the place where people like to wait"" my new avondale slogan) and met up with Mal N. We waited about an hour and a half, which was fine, it wasn't too hot out, and when we-at last- made it to the front I ordered the foie gras duck sausage dog, a corn dog and split an order of duck fat fries with Mal. The wait to get out food wasn't long, and I dug into my much anticipated duck dog. The first bite was great. A melody of flavors. The second bite was still good, but I was starting to get weighed down with the richness. And half way through the third bite I didn't even want to swallow. It was so rich, and the techtures started to really freak me out...too mushy, the sausage too bouncy(?). So I only ate half of it. My corn dog was good, but with me corndogs are pass/fail, so not too special, the special comes in the specialty dogs, which I wish I would have picked something else (although I know this was my ""gotta try"" so I'm glad it's outta the way). On to the duck fat fries. They were....fine. Not at all bad, but I like good regular fries better. I will never be back to Dougs on a fri or a sat simply because the fries make the wait at least 45 mins longer, and they aren't worth it...in fact if I was offered a choice between duck fat fries and regular, with no wait, right here on my couch, I will always choose the regular. So Dougs gets 3 stars. I do not regret my experience (although I did feel like vomiting a bit on my way home-too much!) but I won't repeat it. I will be back though, on a weekday, and I won't get the foie gras. Maybe that'll bumb it up to 4 stars...cause that's what I think it probably derserves, but based on my experience I really can't do more. I mean, I didn't finish my special $9 dog and the fries we meh and I waited an hour and a half. Gimme a break! oh avondale, I don't understand you very well."
1540,Any type of hotdog imaginable is available. This is place has it all. Menu changes periodically so give whatever catchs your eye a try. There is line because it is so damn good but well worth the wait. Lomo Dog is awesome!!!!!!!!!!!!!.
